"","humidity","mean_value","UP_value","Low_value"
"56",60.6991555555556,-5.88884592343298,-4.99524979295578,-6.78244205391018
"57",61.5923565656566,-5.87367060544107,-4.98414552358765,-6.76319568729448
"58",62.4855575757576,-5.85849528744915,-4.97280064989511,-6.74418992500318
"59",63.3787585858586,-5.84331996945723,-4.96121203748927,-6.72542790142519
"60",64.2719595959596,-5.82814465146531,-4.94937670189456,-6.70691260103606
"61",65.1651606060606,-5.81296933347339,-4.93729181997432,-6.68864684697246
"62",66.0583616161616,-5.79779401548148,-4.92495474104075,-6.6706332899222
"63",66.9515626262626,-5.78261869748956,-4.91236299755552,-6.6528743974236
"64",67.8447636363636,-5.76744337949764,-4.89951431532689,-6.63537244366839
"65",68.7379646464646,-5.75226806150572,-4.88640662311035,-6.61812949990109
"66",69.6311656565657,-5.7370927435138,-4.87303806152253,-6.60114742550508
"67",70.5243666666667,-5.72191742552189,-4.85940699118201,-6.58442785986176
"68",71.4175676767677,-5.70674210752997,-4.84551199999631,-6.56797221506362
"69",72.3107686868687,-5.69156678953805,-4.83135190952093,-6.55178166955517
"70",73.2039696969697,-5.67639147154613,-4.81692578032486,-6.53585716276741
"71",74.0971707070707,-5.66121615355421,-4.80223291630611,-6.52019939080231
"72",74.9903717171717,-5.6460408355623,-4.78727286791146,-6.50480880321313
"73",75.8835727272727,-5.63086551757038,-4.77204543422566,-6.4896856009151
"74",76.7767737373737,-5.61569019957846,-4.75655066390776,-6.47482973524917
"75",77.6699747474748,-5.60051488158654,-4.74078885496418,-6.46024090820891
"76",78.5631757575758,-5.58533956359463,-4.72476055336114,-6.44591857382811
"77",79.4563767676768,-5.57016424560271,-4.70846655049137,-6.43186194071404
"78",80.3495777777778,-5.55498892761079,-4.69190787952256,-6.41806997569902
"79",81.2427787878788,-5.53981360961887,-4.67508581066643,-6.40454140857131
"80",82.1359797979798,-5.52463829162695,-4.65800184541877,-6.39127473783514
"81",83.0291808080808,-5.50946297363504,-4.64065770983035,-6.37826823743972
"82",83.9223818181818,-5.49428765564312,-4.62305534687796,-6.36551996440827
"83",84.8155828282828,-5.4791123376512,-4.60519690801229,-6.35302776729011
"84",85.7087838383838,-5.46393701965928,-4.58708474396581,-6.34078929535276
"85",86.6019848484848,-5.44876170166736,-4.56872139490872,-6.32880200842601
"86",87.4951858585859,-5.43358638367545,-4.55010958004445,-6.31706318730644
"87",88.3883868686869,-5.41841106568353,-4.53125218673828,-6.30556994462878
"88",89.2815878787879,-5.40323574769161,-4.51215225927321,-6.29431923611001
"89",90.1747888888889,-5.38806042969969,-4.4928129873266,-6.28330787207279
"90",91.0679898989899,-5.37288511170777,-4.47323769425891,-6.27253252915664
"91",91.9611909090909,-5.35770979371586,-4.4534298253032,-6.26198976212852
"92",92.8543919191919,-5.34253447572394,-4.43339293573934,-6.25167601570853
"93",93.7475929292929,-5.32735915773202,-4.41313067913278,-6.24158763633126
"94",94.6407939393939,-5.3121838397401,-4.39264679571123,-6.23172088376898
"95",95.533994949495,-5.29700852174819,-4.37194510094721,-6.22207194254916
"96",96.427195959596,-5.28183320375627,-4.35102947440737,-6.21263693310516
"97",97.320396969697,-5.26665788576435,-4.32990384892289,-6.20341192260581
"98",98.213597979798,-5.25148256777243,-4.30857220012824,-6.19439293541663
"99",99.106798989899,-5.23630724978051,-4.2870385364089,-6.18557596315213
"100",100,-5.2211319317886,-4.26530688929146,-6.17695697428573
